Date,Close,High,Low,Open,Volume,rsi,macd,macd_signal,macd_diff,bb_high,bb_low,bb_width,stoch_k,stoch_d,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_200,ema_200,next_return,return_3d,return_5d,target_3d,target_5d,return_lag_1,return_lag_2,return_lag_3,return_lag_5,return_lag_10,volatility_5,volatility_10,volatility_20,momentum_5,momentum_10,momentum_20,close_open_ratio,close_high_ratio,close_low_ratio,high_low_ratio,day_of_week,month,ticker
2020-01-02,21.842632293701172,21.842632293701172,21.21264999225816,21.330470815623304,65536000,,,,,,,,,,,21.842632293701172,,21.842632293701172,,21.842632293701172,,21.842632293701172,-0.027190588753063905,-0.009907324855503497,0.03841918715174786,,1,,,,,,,,,,,,1.0240107910652745,1.0,1.0296984253109787,1.0296984253109787,3,1,TQQQ
2020-01-03,21.24871826171875,21.6406538883881,20.97700665548393,20.98902997477786,72590000,,,,,,,,,,,21.73464792424982,,21.786069052559988,,21.81934154734892,,21.836722701343138,0.019010994889972155,0.04119044404677452,0.05873040294250287,1,1,-0.027190588753063905,,,,,,,,,,,1.012372572112811,0.9818889194064669,1.012952830243956,1.0316368890854444,4,1,TQQQ
2020-01-06,21.652677536010742,21.659890793896096,20.666824042990047,20.743768517935465,64047600,,,,,,,,,,,21.71974421729726,,21.773365098602916,,21.81280570376703,,21.834891406165703,-0.0012214330582716038,0.047529038104289434,0.07529157904445105,1,1,0.019010994889972155,-0.00869651400693161,,,,,,,,,,1.0438160027330337,0.9996669762579141,1.0477022251203172,1.0480512510698463,0,1,TQQQ
2020-01-07,21.626230239868164,21.828208822376023,21.438678174824805,21.67431985441731,53849600,,,,,,,,,,,21.702741675946516,,21.759352254913892,,21.805489018908254,,21.83281517565528,0.02301520685551628,0.04024898457653503,0.06404252179743963,1,1,-0.0012214330582716038,0.017766341174071165,-0.009907324855503497,,,,,,,,,0.997781263039756,0.9907469007580314,1.0087483035807496,1.01816952726165,1,1,TQQQ
2020-01-08,22.12396240234375,22.429335267575325,21.527641352972964,21.631035661894074,79582400,,,,,,,,,,,21.779327262564195,,21.794077030859594,,21.81797817119984,,21.835712162985512,0.025214564154061314,0.05238570717200175,0.040756412785292406,1,1,0.02301520685551628,0.021765662262748453,0.04119044404677452,,,,,,,,,1.0227879398912938,0.9863851129965036,1.0277002500921186,1.0418854021124724,2,1,TQQQ
2020-01-09,22.681808471679688,22.809247574498386,22.29468110207903,22.657763669459317,72711600,,,,,,,,,,,21.943414755130647,,21.87862288236627,,21.851853869257873,,21.84413103172874,-0.008162683529827297,0.014523537227333128,0.04346448813468107,1,1,0.025214564154061314,0.04881008941935505,0.047529038104289434,0.03841918715174786,,0.022170800959530657,,,0.007765748817642848,,,1.001061216921985,0.9944128317954171,1.0173641133429157,1.0230802347009742,3,1,TQQQ
2020-01-10,22.49666404724121,22.955927747933007,22.393269726397065,22.936691168589636,68802000,,,,,,,,,,,22.044005535514383,,21.937483945687692,,21.87714054290428,,21.850623897554733,0.034950860685165175,0.023514228514410318,0.0677640719402588,1,1,-0.008162683529827297,0.01684606211670192,0.04024898457653503,0.05873040294250287,,0.015211302097472922,,,0.01157132986229017,,,0.9808155798011958,0.9799936772002975,1.004617205174029,1.025126211062991,4,1,TQQQ
2020-01-13,23.282941818237305,23.29496330422357,22.677002421894134,22.777993544285422,58279200,,,,,,,,,,,22.26926667782764,,22.065622790692416,,21.932270004682046,,21.864875817163515,-0.011670056943710927,0.016523678650069318,0.031188582716738633,1,1,0.034950860685165175,0.02650288434046999,0.05238570717200175,0.07529157904445105,,0.018479534811936094,,,0.014759303021328773,,,1.0221682508149874,0.9994839448412401,1.0267204361965474,1.0272505541443524,0,1,TQQQ
2020-01-14,23.011228561401367,23.359884651423215,22.895812764670765,23.222827246242492,72868800,,,,,,,,,,,22.40416883847741,,22.155680483140884,,21.974582104945547,,21.876282312131057,0.0006269628333879229,0.04388731544942015,0.05047034231225789,1,1,-0.011670056943710927,0.022872925207026773,0.014523537227333128,0.06404252179743963,,0.02113802983817413,,,0.01266957824424091,,,0.9908883323034942,0.9850745799808303,1.00504091284799,1.0202688540268172,1,1,TQQQ
2020-01-15,23.02565574645996,23.355073407685715,22.799630557092684,23.03046397337162,66501600,,,,,,,,,,22.29925193786621,22.5171664581106,,22.238535270123656,,22.015800679122584,,21.88771886371642,0.02788219920767565,0.042710967252937104,0.05952365272747229,1,1,0.0006269628333879229,-0.01105041080229019,0.023514228514410318,0.040756412785292406,,0.020766626364497436,,,0.008191929439815237,,,0.9997912231852029,0.9858952418827616,1.0099135461340607,1.0243619232865262,2,1,TQQQ
2020-01-16,23.667661666870117,23.682088182294606,23.21080305525154,23.350265486024746,60550400,,,,,,,,,,22.481754875183107,22.726347405157785,,22.37464254600427,,22.080579541387195,,21.90542973737964,0.014934637238750215,0.021335080928489347,0.0040639323905034,1,,0.02788219920767565,0.02852664314367992,0.016523678650069318,0.04346448813468107,0.08355354559053008,0.02133966059835048,0.020521004727978014,,0.008725456450538105,0.008245602634090476,,1.0135928296419299,0.999390825871712,1.0196830161598054,1.0203045593003055,3,1,TQQQ
2020-01-17,24.021129608154297,24.078837513091564,23.626788894497412,23.975443189724135,72201200,,,,,,,,,,22.75899600982666,22.961762351157148,,22.531450837637607,,22.156679544005513,,21.92648147738735,-0.0005006356206412876,0.01561530539566891,-0.07187198020643182,1,0,0.014934637238750215,0.04323324697701092,0.04388731544942015,0.0677640719402588,0.13047428613283785,0.019158365447880344,0.016335274622187076,,0.013344920604253607,0.012458125233271888,,1.0019055505280396,0.9976033766204082,1.0166904066150404,1.0191328843124947,4,1,TQQQ
2020-01-21,24.009103775024414,24.167802790123417,23.795101891876506,23.811933438826305,69441200,,,,,,,,,,22.994638633728027,23.15218806458756,,22.6721796888173,,22.229323631496452,,21.947204087314088,0.006810307058049192,-0.01021522225889826,-0.02824228601208245,0,0,-0.0005006356206412876,0.014426524806725904,0.042710967252937104,0.031188582716738633,0.10882839940209155,0.015343507819846837,0.016628255011186237,,0.006254621343092315,0.010506962182210543,,1.008280316115642,0.9934334529093453,1.0089935266560455,1.0156629250818274,1,1,TQQQ
2020-01-22,24.1726131439209,24.59580872024806,24.088455401768073,24.340930462727737,68074400,79.83714838173906,,,,,,,89.22888198631249,,23.2492769241333,23.33771989719362,,22.815078113112882,,22.305531063356234,,21.96934746101167,0.009250706064847014,-0.07768831926937425,-0.031333947900845316,0,0,0.006810307058049192,0.006306261955107084,0.021335080928489347,0.05047034231225789,0.11774511210735428,0.011751625984004357,0.01618692511364848,,0.00995069414344434,0.011310136193842624,,0.9930850088469471,0.9827939962803999,1.0034936960776093,1.021062094269554,2,1,TQQQ
2020-01-23,24.39622688293457,24.427484940466215,23.79750272197762,24.124517148849854,71794400,81.43115356538884,,,,,,,94.92026938998465,,23.476503372192383,23.53017571278288,,22.965663710238758,,22.38751913471225,,21.993495514961154,-0.025921280460436402,-0.043662287973034064,-0.02937090995148095,0,0,0.009250706064847014,0.016124013271701765,0.01561530539566891,0.05952365272747229,0.1027060360738139,0.010619405366772312,0.0156575694394954,,0.011675442789736156,0.009933686114775696,,1.0112628050712165,0.9987203734806172,1.02515911723813,1.0264726188225957,3,1,TQQQ
2020-01-24,23.763845443725586,24.8170233840852,23.446449226459595,24.74248393317082,119687200,65.62951028365555,,,,,,,74.62343724237348,86.25752953955687,23.584707069396973,23.572661118408824,,23.041681018189884,,22.441492715457873,,22.011110937137914,-0.0618234111471464,-0.014671686933380945,-0.05251455181470188,0,0,-0.025921280460436402,-0.01691036454195327,-0.01021522225889826,0.0040639323905034,0.04770505726635155,0.015992020213653306,0.018248352317668554,,0.0009147468561137462,0.004820101653325926,,0.9604470395095122,0.9575622779549379,1.013537069694451,1.058455510443726,4,1,TQQQ
2020-01-27,22.2946834564209,22.686619094054116,21.68393587612366,22.18167085610001,99313200,44.180157977547765,,,,,,,25.33800510527149,64.96057057920987,23.564509010314943,23.34030154350193,,22.970538393259503,,22.435735489613286,,22.01393255424521,0.04648410213678256,0.062122615299129436,0.056298596053413474,1,1,-0.0618234111471464,-0.08614214962821665,-0.07768831926937425,-0.07187198020643182,-0.008978246303370518,0.02993383698656984,0.027852546221566805,,-0.014436862821065577,-0.0005459711084059848,,1.0050948641810638,0.9827239292021287,1.0281659004982457,1.0462408311691476,0,1,TQQQ
2020-01-28,23.331031799316406,23.484920764577495,22.597655100541157,22.75875732440805,85931200,55.28247317306524,,,,,,,54.824597121474014,51.59534648970632,23.56931800842285,23.3386161354682,,23.004871098598258,,22.470845148817332,,22.027038019370295,0.003607124813401974,-0.03493776252475034,0.07832602201733452,0,1,0.04648410213678256,-0.018213114768571903,-0.043662287973034064,-0.02824228601208245,0.002065459831258609,0.04080370943107037,0.02966550584891712,,-0.005039915269580808,0.0006073530367557533,,1.0251452426312666,0.9934473287432504,1.0324536636882153,1.0392636165163478,1,1,TQQQ
2020-01-29,23.415189743041992,23.79510393190998,23.1266483893075,23.71575441755758,68938800,56.046990977066784,,,,,,,55.25711817876186,45.139906801835785,23.609714126586915,23.352538609572527,,23.043949064735756,,22.507878270159477,,22.040850474332203,0.011295990331942729,0.005750672657721223,0.0868760733585674,,1,0.003607124813401974,0.0502589009084311,-0.014671686933380945,-0.031333947900845316,0.017554959334862286,0.04059575800199095,0.029354736021615806,,-0.005680551718510252,0.0021350712124670436,,0.9873263709337001,0.9840339344616809,1.0124765745938307,1.0289041252908717,2,1,TQQQ
