Date,Close,High,Low,Open,Volume,rsi,macd,macd_signal,macd_diff,bb_high,bb_low,bb_width,stoch_k,stoch_d,sma_10,ema_10,sma_20,ema_20,sma_50,ema_50,sma_200,ema_200,next_return,return_3d,return_5d,target_3d,target_5d,return_lag_1,return_lag_2,return_lag_3,return_lag_5,return_lag_10,volatility_5,volatility_10,volatility_20,momentum_5,momentum_10,momentum_20,close_open_ratio,close_high_ratio,close_low_ratio,high_low_ratio,day_of_week,month,ticker
2020-01-02,94.90049743652344,94.90049743652344,93.2074966430664,93.75,80580000,,,,,,,,,,,94.90049743652344,,94.90049743652344,,94.90049743652344,,94.90049743652344,-0.012139034655920922,0.004662829961544546,0.0016016820917905683,,,,,,,,,,,,,,1.01227197265625,1.0,1.0181637835413635,1.0181637835413635,3,1,AMZN
2020-01-03,93.74849700927734,94.30999755859375,93.2249984741211,93.2249984741211,75288000,,,,,,,,,,,94.69104281338778,,94.79078311011904,,94.85532094918045,,94.88903474570508,0.01488557393050649,0.00906687713011034,0.004368071330570711,,,-0.012139034655920922,,,,,,,,,,,1.0056154308793213,0.9940462245376738,1.0056154308793213,1.0116384993535168,4,1,AMZN
2020-01-06,95.14399719238281,95.18450164794922,93.0,93.0,81236000,,,,,,,,,,,94.77339815502323,,94.82442254652511,,94.86664158616878,,94.89157168547302,0.0020916204156393725,-0.0009616931316042132,-0.006085457496659785,,,0.01488557393050649,0.0025658427767698555,,,,,,,,,,1.023053733251428,0.9995744637533932,1.023053733251428,1.023489265031712,0,1,AMZN
2020-01-07,95.34300231933594,95.69450378417969,94.60199737548828,95.2249984741211,80898000,,,,,,,,,,,94.87696254853464,,94.87381109631663,,94.88532239923416,,94.89606353257614,-0.007808640261289357,-0.012428863777745325,-0.019623906859981277,0,0,0.0020916204156393725,0.017008329316477555,0.004662829961544546,,,,,,,,,1.0012392107860932,0.9963268374781848,1.007832867850628,1.011548449705085,1,1,AMZN
2020-01-08,94.59850311279297,95.55000305175781,94.3219985961914,94.9020004272461,70160000,,,,,,,,,,,94.82633356021796,,94.847591288362,,94.8740745840796,,94.89310273237929,0.0047991747864684076,-0.00035413532227646094,-0.015830115051638338,,0,-0.007808640261289357,-0.005733352557038884,0.00906687713011034,,,,,,,,,0.9968019924439233,0.9900418638558344,1.002931495522962,1.013019279424132,2,1,AMZN
2020-01-09,95.05249786376953,95.89099884033203,94.79000091552734,95.49449920654297,63346000,,,,,,,,,,,94.86745434268188,,94.86710620030557,,94.88107157543998,,94.89468875358716,-0.009410596802031268,-0.01662762975429022,-0.012156384270905485,0,0,0.0047991747864684076,-0.0030469405042795605,-0.0009616931316042132,0.0016016820917905683,,0.010684679059709233,,,0.0003657388430807984,,,0.9953714470839055,0.9912556862823101,1.0027692472381777,1.0116151272726102,3,1,AMZN
2020-01-10,94.15799713134766,95.34700012207031,94.0,95.26850128173828,57074000,,,,,,,,,,,94.7384621224393,,94.79957200326196,,94.85271571488734,,94.88735848868927,0.004322578245699482,-0.011225803848275206,-0.0097920208415897,0,,-0.009410596802031268,-0.004656585114460876,-0.012428863777745325,0.004368071330570711,,0.009929350056725784,,,0.0009114264138587291,,,0.9883434279384062,0.9875297283690058,1.0016808205462517,1.014329788532663,4,1,AMZN
2020-01-13,94.56500244140625,94.9000015258789,94.04000091552734,94.56549835205078,55616000,,,,,,,,,,,94.7069239986151,,94.77723204498999,,94.8414328414175,,94.88415096583074,-0.011558211718052602,-0.007063916357344047,0.00037007383081832934,,,0.004322578245699482,-0.005128696597347382,-0.00035413532227646094,-0.006085457496659785,,0.0068631580309539125,,,-0.0012011727231026725,,,0.9999947559030178,0.9964699780918201,1.0055827469243699,1.009145051063154,0,1,AMZN
2020-01-14,93.47200012207031,94.35549926757812,92.92749786376953,94.29399871826172,68818000,,,,,,,,,,,94.48239238469785,,94.65292424280716,,94.78772959752153,,94.87009971365403,-0.003969126548924895,-0.002524820916712467,0.009639260691820306,,,-0.011558211718052602,-0.007285594746884838,-0.01662762975429022,-0.019623906859981277,,0.007867241245572705,,,-0.003931139149841068,,,0.9912825990268221,0.9906364848645193,1.0058594309630398,1.0153668336782513,1,1,AMZN
2020-01-15,93.10099792480469,93.94300079345703,92.75450134277344,93.61250305175781,57932000,,,,,,,,,,94.40829925537109,94.23122975562636,,94.50512173633074,,94.72158325741499,,94.85249671077992,0.00854991102959346,0.016100800020716344,0.01211585672757054,1,1,-0.003969126548924895,-0.01548146226198932,-0.011225803848275206,-0.015830115051638338,,0.007576146684296065,,,-0.003163236407368175,,,0.9945359315232676,0.9910370877921648,1.0037356309075587,1.0128133883906238,2,1,AMZN
