symbol,entry_date,exit_date,position,entry_price,exit_price,trade_pnl,prob_3d_up,prob_3d_down,sentiment_score,news_count,sentiment_strength,cum_pnl
MSFT,2024-03-28,2024-04-03,SHORT,420.7200012207031,420.45001220703125,0.06417308729998862,0.3747240852856788,0.6252759147143209,-0.09933177513234756,17,0.28837857176275816,0.06417308729998862
TSLA,2024-04-25,2024-04-30,SHORT,170.17999267578125,183.27999877929688,-7.697735731175595,0.3996786426005054,0.6003213573994945,-0.32492842674255373,20,0.42021294832229616,-7.633562643875607
TSLA,2024-05-01,2024-05-06,SHORT,179.99000549316406,184.75999450683594,-2.6501410456665813,0.37922469641701945,0.6207753035829806,-0.32492842674255373,20,0.42021294832229616,-10.283703689542188
